AssetNumber,LocationID,GamingDateID,GamingDate,SlotMachineKey,Plays,DaysOnFloor,ActualCoinIn,MeteredCoinIn,ActualCoinOut,MeteredCoinOut,Jackpots,Variance,ActualSoftDrop,MeteredSoftDrop,ActualHardDrop,MeteredHardDrop,ActualTicketDrop,MeteredTicketDrop,ActualTotalDrop,MeteredTotalDrop,Fills,ActualTicketIn,MeteredTicketIn,ActualTicketOut,MeteredTicketOut,ExtraCreditUsed,Bonus,ActualWin,MeteredWin,TheoreticalWin,LeaseFees,ActualAdjustedWin,MeteredAdjustedWin,CasinoCode,ManualUpdate
400706,070104,4341,2006-11-19 00:00:00.000,-1,480,1,0.00,622.25,0.00,525.25,360.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100590,WHXXXX,3032,2003-04-20 00:00:00.000,28945,212,1,0.00,119.37,0.00,87.12,15.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500571,037204,7472,2015-06-16 00:00:00.000,30108,85,1,0.00,296.00,0.00,405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,0.00,389.28,0.00,0.00,0.00,405.00,0.00,0.00,0.00,405.00,HRLV,0
102632,033402,7132,2014-07-11 00:00:00.000,24712,336,1,0.00,887.50,0.00,521.04,0.00,0.00,0.00,353.00,0.00,0.00,0.00,456.31,0.00,809.31,0.00,0.00,456.31,0.00,442.85,0.00,0.00,0.00,521.04,0.00,0.00,0.00,521.04,HRLV,0
400349,WHXXXX,4395,2007-01-12 00:00:00.000,25863,107,1,0.00,68.75,0.00,54.25,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300617,035804,6202,2011-12-24 00:00:00.000,27877,5595,1,0.00,4843.35,0.00,4835.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.56,0.00,842.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102772,034602,7694,2016-01-24 00:00:00.000,-1,259,1,0.00,90.68,0.00,64.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.56,0.00,83.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100195,WHXXXX,3910,2005-09-14 00:00:00.000,23454,436,1,0.00,780.50,0.00,776.80,289.30,0.00,0.00,350.00,327.18,327.18,0.00,0.00,327.18,677.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400689,060107,4733,2007-12-16 00:00:00.000,25995,2917,1,0.00,3324.25,0.00,3020.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401356,042005,7807,2016-05-16 00:00:00.000,25931,1094,1,0.00,24434.00,0.00,25255.25,0.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,0.00,2036.25,105.00,0.00,0.00,25150.25,0.00,0.00,0.00,25150.25,HRLV,0
400931,033608,5725,2010-09-03 00:00:00.000,28059,1018,1,0.00,1734.00,0.00,1474.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,364.50,0.00,0.00,0.00,1474.00,0.00,0.00,0.00,1474.00,HRLV,0
200068,021402,8245,2017-07-28 00:00:00.000,24403,3073,1,0.00,2539.45,0.00,1993.60,0.00,54.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,537.11,0.00,843.26,54.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102069,040802,5760,2010-10-08 00:00:00.000,28230,384,1,0.00,434.40,0.00,446.76,0.00,0.00,0.00,168.00,0.00,0.00,0.00,214.74,0.00,382.74,0.00,0.00,214.74,0.00,395.10,0.00,0.00,0.00,350.65,0.00,0.00,0.00,350.65,HRLV,0
100149,WHXXXX,3128,2003-07-25 00:00:00.000,23408,3319,1,0.00,1116.60,0.00,1005.90,347.65,0.00,0.00,517.00,298.10,298.10,0.00,0.00,298.10,815.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103115,024001,7699,2016-01-29 00:00:00.000,-1,1358,1,0.00,412.55,0.00,316.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922.16,0.00,924.11,0.00,0.00,0.00,316.50,0.00,0.00,0.00,316.50,HRLV,0
300261,WHXXXX,3152,2003-08-18 00:00:00.000,23950,360,1,0.00,246.60,0.00,185.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102900,011005,7216,2014-10-03 00:00:00.000,24876,1995,1,0.00,1074.00,0.00,779.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.51,0.00,323.26,0.00,0.00,0.00,779.75,0.00,0.00,0.00,779.75,HRLV,0
100855,WHXXXX,4321,2006-10-30 00:00:00.000,23740,1378,1,0.00,576.93,0.00,756.98,273.00,0.00,0.00,2552.00,1290.23,1290.23,0.00,0.00,1290.23,3842.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100389,WHXXXX,4301,2006-10-10 00:00:00.000,28930,1513,1,0.00,4007.75,0.00,3601.50,314.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
200038,010401,7671,2016-01-01 00:00:00.000,26867,331,1,0.00,1232.00,0.00,1049.00,0.00,25.00,0.00,206.00,0.00,0.00,0.00,39.50,0.00,245.50,0.00,0.00,39.50,0.00,62.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500551,051006,7191,2014-09-08 00:00:00.000,27506,521,1,0.00,3740.00,0.00,3130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.00,0.00,637.00,0.00,0.00,0.00,3130.00,0.00,0.00,0.00,3130.00,HRLV,0
101781,037605,6463,2012-09-10 00:00:00.000,27113,486,1,0.00,344.04,0.00,233.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.93,0.00,115.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100722,WHXXXX,3317,2004-01-30 00:00:00.000,29077,3251,1,0.00,2680.80,0.00,2239.70,177.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300337,022403,5101,2008-12-18 00:00:00.000,24030,2373,1,0.00,2086.15,0.00,2027.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387.50,0.00,564.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103228,043202,7467,2015-06-11 00:00:00.000,30159,304,1,0.00,175.25,0.00,107.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.26,0.00,70.66,0.00,0.00,0.00,107.65,0.00,0.00,0.00,107.65,HRLV,0
103389,025403,7741,2016-03-11 00:00:00.000,26697,1074,1,0.00,948.50,0.00,828.10,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,545.57,0.00,964.17,20.00,0.00,0.00,751.08,0.00,0.00,0.00,751.08,HRLV,0
101214,WHXXXX,3651,2004-12-29 00:00:00.000,27319,1680,1,0.00,680.91,0.00,773.72,459.59,0.00,0.00,1422.00,1172.21,1172.21,0.00,0.00,1172.21,2594.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102274,037006,5802,2010-11-19 00:00:00.000,24386,85,1,0.00,121.00,0.00,170.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.30,0.00,121.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103105,012003,7175,2014-08-23 00:00:00.000,26258,77,1,0.00,77.00,0.00,125.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,341.98,0.00,401.58,0.00,0.00,0.00,125.60,0.00,0.00,0.00,125.60,HRLV,0
400636,043201,5842,2010-12-29 00:00:00.000,25938,1834,1,0.00,2001.75,0.00,1942.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439.50,0.00,784.00,0.00,0.00,0.00,1942.25,0.00,0.00,0.00,1942.25,HRLV,0
101728,011805,6685,2013-04-20 00:00:00.000,-1,1167,1,0.00,491.82,0.00,383.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.64,0.00,404.25,0.00,0.00,0.00,383.43,0.00,0.00,0.00,383.43,HRLV,0
400698,060203,3581,2004-10-20 00:00:00.000,-1,1275,1,0.00,1684.25,0.00,1473.50,317.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400714,080104,3896,2005-08-31 00:00:00.000,-1,139,1,0.00,629.00,0.00,377.00,160.00,0.00,0.00,487.00,252.25,252.25,0.00,0.00,252.25,739.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102108,030808,7977,2016-11-02 00:00:00.000,23850,518,1,0.00,323.40,0.00,244.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59,0.00,80.84,0.00,0.00,0.00,244.65,0.00,0.00,0.00,244.65,HRLV,0
500266,034002,5248,2009-05-14 00:00:00.000,-1,908,1,0.00,18656.00,0.00,17141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1250.00,0.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102356,020402,6003,2011-06-08 00:00:00.000,28375,273,1,0.00,93.80,0.00,74.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.60,0.00,96.15,0.00,0.00,0.00,74.35,0.00,0.00,0.00,74.35,HRLV,0
500576,050804,8608,2018-07-26 00:00:00.000,28266,621,1,0.00,2002.00,0.00,1298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1454.00,0.00,1492.00,0.00,0.00,0.00,1298.00,0.00,0.00,0.00,1298.00,HRLV,0
102846,030601,6906,2013-11-27 00:00:00.000,24844,579,1,0.00,799.50,0.00,1025.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.32,0.00,977.32,0.00,0.00,0.00,924.45,0.00,0.00,0.00,924.45,HRLV,0
500437,051405,6057,2011-08-01 00:00:00.000,29197,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500599,051605,8253,2017-08-05 00:00:00.000,28477,41,1,0.00,170.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.26,0.00,102.26,0.00,0.00,0.00,70.00,0.00,0.00,0.00,70.00,HRLV,0
400742,041205,4876,2008-05-07 00:00:00.000,-1,221,1,0.00,158.75,0.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,0.00,246.25,0.00,0.00,0.00,144.00,0.00,0.00,0.00,144.00,HRLV,0
650195,051201,6166,2011-11-18 00:00:00.000,29430,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300652,013207,7269,2014-11-25 00:00:00.000,24773,1157,1,0.00,2459.15,0.00,2287.50,0.00,0.00,0.00,105.00,0.00,0.00,0.00,1248.83,0.00,1353.83,0.00,0.00,1248.83,0.00,1182.18,0.00,0.00,0.00,2287.50,0.00,0.00,0.00,2287.50,HRLV,0
750028,060801,5659,2010-06-29 00:00:00.000,29697,16,1,0.00,775.00,0.00,1125.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,0.00,750.00,0.00,0.00,0.00,1125.00,0.00,0.00,0.00,1125.00,HRLV,0
401030,043601,6204,2011-12-26 00:00:00.000,24027,2620,1,0.00,4465.00,0.00,4218.75,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.59,0.00,681.34,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300653,013208,7271,2014-11-27 00:00:00.000,24780,821,1,0.00,3864.85,0.00,3611.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.75,0.00,497.95,0.00,0.00,0.00,3611.05,0.00,0.00,0.00,3611.05,HRLV,0
101894,040805,7912,2016-08-29 00:00:00.000,24392,782,1,0.00,834.00,0.00,700.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,893.80,0.00,952.24,0.00,0.00,0.00,667.26,0.00,0.00,0.00,667.26,HRLV,0
400976,014502,5583,2010-04-14 00:00:00.000,26803,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103338,036201,8331,2017-10-22 00:00:00.000,26612,1091,1,0.00,1205.50,0.00,896.05,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,566.60,0.00,769.15,5.00,0.00,0.00,891.05,0.00,0.00,0.00,891.05,HRLV,0
100780,WHXXXX,3836,2005-07-02 00:00:00.000,23665,3316,1,0.00,983.38,0.00,1061.16,429.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103348,033005,7591,2015-10-13 00:00:00.000,26626,592,1,0.00,818.95,0.00,696.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.15,0.00,580.15,0.00,0.00,0.00,696.95,0.00,0.00,0.00,696.95,HRLV,0
400915,044402,5641,2010-06-11 00:00:00.000,24571,927,1,0.00,659.25,0.00,537.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,67.00,0.00,0.00,0.00,537.25,0.00,0.00,0.00,537.25,HRLV,0
500640,050405,8393,2017-12-23 00:00:00.000,28489,711,1,0.00,3595.00,0.00,3695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,0.00,500.00,0.00,0.00,0.00,3695.00,0.00,0.00,0.00,3695.00,HRLV,0
100587,WHXXXX,2983,2003-03-02 00:00:00.000,28942,2116,1,0.00,880.21,0.00,911.07,274.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
300333,011401,4569,2007-07-05 00:00:00.000,-1,197,1,0.00,2515.50,0.00,2214.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500123,WHXXXX,3161,2003-08-27 00:00:00.000,26107,160,1,0.00,642.00,0.00,752.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102915,012801,6834,2013-09-16 00:00:00.000,-1,733,1,0.00,537.60,0.00,603.42,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,474.46,0.00,729.01,15.00,0.00,0.00,588.42,0.00,0.00,0.00,588.42,HRLV,0
100248,WHXXXX,3359,2004-03-12 00:00:00.000,28789,1183,1,0.00,1968.25,0.00,1590.00,47.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
499999,VV0104,4859,2008-04-20 00:00:00.000,25033,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100238,WHXXXX,2929,2003-01-07 00:00:00.000,28779,1353,1,0.00,1300.50,0.00,1286.25,124.75,0.00,0.00,1186.00,242.00,242.00,0.00,0.00,242.00,1428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
200079,032205,8041,2017-01-05 00:00:00.000,29544,2394,1,0.00,15998.25,0.00,16683.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1587.78,0.00,3423.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102777,035604,8419,2018-01-18 00:00:00.000,27536,432,1,0.00,300.00,0.00,259.90,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.72,0.00,112.62,10.00,0.00,0.00,249.90,0.00,0.00,0.00,249.90,HRLV,0
102110,045805,5986,2011-05-22 00:00:00.000,29732,241,1,0.00,168.10,0.00,140.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.52,0.00,305.07,0.00,0.00,0.00,140.65,0.00,0.00,0.00,140.65,HRLV,0
500306,051406,7386,2015-03-22 00:00:00.000,24272,220,1,0.00,1605.00,0.00,964.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.60,0.00,199.60,200.00,0.00,0.00,764.00,0.00,0.00,0.00,764.00,HRLV,0
102766,014801,6779,2013-07-23 00:00:00.000,-1,154,1,0.00,60.07,0.00,30.03,0.00,0.00,0.00,15.00,0.00,0.00,0.00,49.86,0.00,64.86,0.00,0.00,49.86,0.00,34.82,0.00,0.00,0.00,30.03,0.00,0.00,0.00,30.03,HRLV,0
401413,042410,7178,2014-08-26 00:00:00.000,29976,306,1,0.00,196.25,0.00,158.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,0.00,0.00,0.00,158.75,0.00,0.00,0.00,158.75,HRLV,0
500284,043809,6284,2012-03-15 00:00:00.000,24254,1358,1,0.00,2621.00,0.00,3829.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.00,0.00,2189.00,0.00,0.00,0.00,3829.00,0.00,0.00,0.00,3829.00,HRLV,0
101752,030601,5377,2009-09-20 00:00:00.000,-1,1241,1,0.00,844.90,0.00,592.70,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.33,0.00,396.13,35.00,0.00,0.00,557.70,0.00,0.00,0.00,557.70,HRLV,0
100615,WHXXXX,3171,2003-09-06 00:00:00.000,28970,2038,1,0.00,730.87,0.00,546.28,88.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400637,043202,6211,2012-01-02 00:00:00.000,25939,1314,1,0.00,611.50,0.00,605.00,0.00,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.25,0.00,587.75,19.50,0.00,0.00,585.50,0.00,0.00,0.00,585.50,HRLV,0
401414,042411,7199,2014-09-16 00:00:00.000,29977,83,1,0.00,492.25,0.00,165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.75,0.00,72.00,0.00,0.00,0.00,165.50,0.00,0.00,0.00,165.50,HRLV,0
500265,034001,3952,2005-10-26 00:00:00.000,-1,356,1,0.00,6964.00,0.00,5840.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401457,050606,7566,2015-09-18 00:00:00.000,26652,645,1,0.00,10272.00,0.00,10127.75,4295.00,195.00,0.00,1150.00,0.00,0.00,0.00,514.25,0.00,1664.25,0.00,0.00,514.25,0.00,1520.00,195.00,0.00,0.00,9932.75,0.00,0.00,0.00,9932.75,HRLV,0
103503,022403,8253,2017-08-05 00:00:00.000,24937,1112,1,0.00,1056.60,0.00,828.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,767.18,0.00,1014.65,0.00,0.00,0.00,752.37,0.00,0.00,0.00,752.37,HRLV,0
500282,043807,8191,2017-06-04 00:00:00.000,24252,300,1,0.00,320.00,0.00,279.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.50,0.00,120.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500258,033804,4161,2006-05-23 00:00:00.000,-1,285,1,0.00,562.00,0.00,227.00,274.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401207,022402,6384,2012-06-23 00:00:00.000,25170,875,1,0.00,2017.75,0.00,1883.25,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606.55,0.00,611.05,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
400556,014003,3333,2004-02-15 00:00:00.000,-1,479,1,0.00,585.50,0.00,572.75,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
103101,040404,7667,2015-12-28 00:00:00.000,24736,552,1,0.00,466.17,0.00,399.85,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.35,0.00,113.03,3.00,0.00,0.00,396.85,0.00,0.00,0.00,396.85,HRLV,0
300642,013603,7030,2014-03-31 00:00:00.000,30148,3833,1,0.00,5397.20,0.00,5072.85,0.00,89.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519.35,0.00,531.00,90.00,0.00,0.00,4982.85,0.00,0.00,0.00,4982.85,HRLV,0
650204,050406,6607,2013-02-01 00:00:00.000,27503,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
101646,033210,4162,2006-05-24 00:00:00.000,-1,359,1,0.00,219.46,0.00,149.10,274.29,0.00,0.00,769.00,719.31,719.31,0.00,0.00,719.31,1488.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401433,051403,8330,2017-10-21 00:00:00.000,28252,545,1,0.00,4801.00,0.00,3352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,753.00,0.00,1216.00,597.00,0.00,0.00,3352.00,0.00,0.00,0.00,3352.00,HRLV,0
401276,020009,6419,2012-07-28 00:00:00.000,24647,1273,1,0.00,1297.50,0.00,1388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.25,0.00,589.75,0.00,0.00,0.00,1388.00,0.00,0.00,0.00,1388.00,HRLV,0
401476,024403,8252,2017-08-04 00:00:00.000,26719,2494,1,0.00,2731.50,0.00,2390.75,0.00,0.00,0.00,1134.00,0.00,0.00,0.00,723.37,0.00,1857.37,0.00,0.00,723.37,0.00,1516.62,0.00,0.00,0.00,2390.75,0.00,0.00,0.00,2390.75,HRLV,0
300475,031403,5685,2010-07-25 00:00:00.000,24406,259,1,0.00,136.25,0.00,89.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.95,0.00,110.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
500373,044001,6210,2012-01-01 00:00:00.000,25128,1619,1,0.00,4175.00,0.00,3309.00,0.00,0.00,0.00,1363.00,0.00,0.00,0.00,700.90,0.00,2063.90,0.00,0.00,700.90,0.00,1622.42,0.00,0.00,0.00,3309.00,0.00,0.00,0.00,3309.00,HRLV,0
200085,027805,7852,2016-06-30 00:00:00.000,25156,697,1,0.00,979.50,0.00,1305.70,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,0.00,658.20,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
100845,WHXXXX,4372,2006-12-20 00:00:00.000,23730,37,1,0.00,13.30,0.00,9.82,11.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
401106,010203,6343,2012-05-13 00:00:00.000,27916,85,1,0.00,106.75,0.00,78.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
102493,040801,6235,2012-01-26 00:00:00.000,-1,313,1,0.00,214.80,0.00,145.94,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.46,0.00,155.59,25.00,0.00,0.00,120.94,0.00,0.00,0.00,120.94,HRLV,0
400696,060201,5007,2008-09-15 00:00:00.000,26010,830,1,0.00,1760.25,0.00,1604.00,0.00,0.00,0.00,419.00,0.00,0.00,0.00,306.00,0.00,725.00,0.00,0.00,306.00,0.00,574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HRLV,0
